id,setId,number,name,productCategoryTitle,type,color,energyType,cardLevel,hp,keyword,rarity,skillName,description,attackText,flipText,isBan,isLimit,isExtra,base_id,is_alt_art,all_rules_text,grade,imageUrl
BS12-082,BS12,082,DJ Cookie,BOOSTER PACK [Festival Arena],COOKIE,PURPLE,PURPLE,1,2,ARENA,U,Drop the Beat,"If this Cookie is in your battle area, your opponent cannot activate Items unless they discard 1 card.",<{P}{P}> Hard Beat deals 2,,0,0,0,BS12-082,0,"If this Cookie is in your battle area, your opponent cannot activate Items unless they discard 1 card.
<{P}{P}> Hard Beat deals 2",UNCOMMON,https://cookierunbraverse.com/data/en_storage/pR9gnDv0nNwg5jT3xGg8PA.webp
BS12-083,BS12,083,Rock Spirit Guitar String,BOOSTER PACK [Festival Arena],ITEM,PURPLE,,,,ARENA,U,,<{P}> Play up to 1 Cookie that has 【Blocker】 from your trash.,,,0,0,0,BS12-083,0,<{P}> Play up to 1 Cookie that has 【Blocker】 from your trash.,UNCOMMON,https://cookierunbraverse.com/data/en_storage/DGc2V1vW4Qk3_7_S5q72OQ.webp
BS12-084,BS12,084,Summer Soda Festival,BOOSTER PACK [Festival Arena],STAGE,PURPLE,,,,ARENA,U,,"<{P}> Place in your stage area.

【Activate】 <{P}> <Rest this card.> <Place 2 Cookies that have 【Blocker】 from your trash on the bottom of your deck in any order.> If there are 6 cards or more in your opponent's hand, your opponent places 1 card from their hand into their trash.",,,0,0,0,BS12-084,0,"<{P}> Place in your stage area.

【Activate】 <{P}> <Rest this card.> <Place 2 Cookies that have 【Blocker】 from your trash on the bottom of your deck in any order.> If there are 6 cards or more in your opponent's hand, your opponent places 1 card from their hand into their trash.",UNCOMMON,https://cookierunbraverse.com/data/en_storage/IQde64VPHjM9lcLSqjlnSQ.webp
BS12-085,BS12,085,Rainbow Headphones,BOOSTER PACK [Festival Arena],ITEM,PURPLE,,,,ARENA,U,,"<{P}> If there are 5 Cookies or more that have 【Blocker】 in your trash, return all cards in your trash to your deck and shuffle it.",,,0,0,0,BS12-085,0,"<{P}> If there are 5 Cookies or more that have 【Blocker】 in your trash, return all cards in your trash to your deck and shuffle it.",UNCOMMON,https://cookierunbraverse.com/data/en_storage/pRwcG5KCxw7r9vNdGX2p9g.webp
BS12-086,BS12,086,True Rock Spirit,BOOSTER PACK [Festival Arena],TRAP,PURPLE,,,,ARENA,U,,"<{P}> Select up to 1 Cookie that has 【Blocker】 in your battle area. Until the end of your next turn, that Cookie gains +2 attack damage.",,,0,0,0,BS12-086,0,"<{P}> Select up to 1 Cookie that has 【Blocker】 in your battle area. Until the end of your next turn, that Cookie gains +2 attack damage.",UNCOMMON,https://cookierunbraverse.com/data/en_storage/6rtLG2nuaL9lrkMOGw9w1g.webp
BS12-087,BS12,087,Coming To An Understanding,BOOSTER PACK [Festival Arena],TRAP,PURPLE,,,,ARENA,U,,"<{P}{P}> Select up to 1 of your opponent's Cookies. During this turn, that Cookie deals -2 attack damage. Then, if there are 10 【Arena】 cards or more in your trash, that Cookie deals an additional -1 attack damage.",,,0,0,0,BS12-087,0,"<{P}{P}> Select up to 1 of your opponent's Cookies. During this turn, that Cookie deals -2 attack damage. Then, if there are 10 【Arena】 cards or more in your trash, that Cookie deals an additional -1 attack damage.",UNCOMMON,https://cookierunbraverse.com/data/en_storage/fmzao0wNn8CZ8Sha5dYUiQ.webp
BS12-088,BS12,088,Black Sapphire Cookie,BOOSTER PACK [Festival Arena],COOKIE,PURPLE,PURPLE MIX,1,3,ARENA,R,Today's Event,"【Blocker】 <Discard 1 {P} 【Arena】 card from your hand.>
When this Cookie faints, <discard 1 【Arena】 card from your hand.> Draw up to 2 cards from your deck.",<{P}{N}> Mic Test deals 1,,0,0,0,BS12-088,0,"【Blocker】 <Discard 1 {P} 【Arena】 card from your hand.>
When this Cookie faints, <discard 1 【Arena】 card from your hand.> Draw up to 2 cards from your deck.
<{P}{N}> Mic Test deals 1",RARE,https://cookierunbraverse.com/data/en_storage/7aD4MGbX8u7pthr44ilo_A.webp
BS12-088@1,BS12,088@1,Black Sapphire Cookie,BOOSTER PACK [Festival Arena],COOKIE,PURPLE,PURPLE MIX,1,3,ARENA,SEC,Today's Event,"【Blocker】 <Discard 1 {P} 【Arena】 card from your hand.>
When this Cookie faints, <discard 1 【Arena】 card from your hand.> Draw up to 2 cards from your deck.",<{P}{N}> Mic Test deals 1,,0,0,0,BS12-088,1,"【Blocker】 <Discard 1 {P} 【Arena】 card from your hand.>
When this Cookie faints, <discard 1 【Arena】 card from your hand.> Draw up to 2 cards from your deck.
<{P}{N}> Mic Test deals 1",SECRET RARE,https://cookierunbraverse.com/data/en_storage/BmbTL6qOySyYAiwFMmgp9g.webp
BS12-089,BS12,089,Werewolf Cookie,BOOSTER PACK [Festival Arena],COOKIE,PURPLE,PURPLE MIX,2,5,ARENA,R,Lone Wolf,"【Blocker】 <Discard 1 {P} 【Arena】 card from your hand.>
When this Cookie battles, your opponent cannot activate attack effects of LV.3 Cookies during this battle.",<{P}{P}{N}> Heartache Howl deals 2,,0,0,0,BS12-089,0,"【Blocker】 <Discard 1 {P} 【Arena】 card from your hand.>
When this Cookie battles, your opponent cannot activate attack effects of LV.3 Cookies during this battle.
<{P}{P}{N}> Heartache Howl deals 2",RARE,https://cookierunbraverse.com/data/en_storage/6GqQx7x1rCQTKtToSRagrw.webp
BS12-089@1,BS12,089@1,Werewolf Cookie,BOOSTER PACK [Festival Arena],COOKIE,PURPLE,PURPLE MIX,2,5,ARENA,SEC,Lone Wolf,"【Blocker】 <Discard 1 {P} 【Arena】 card from your hand.>
When this Cookie battles, your opponent cannot activate attack effects of LV.3 Cookies during this battle.",<{P}{P}{N}> Heartache Howl deals 2,,0,0,0,BS12-089,1,"【Blocker】 <Discard 1 {P} 【Arena】 card from your hand.>
When this Cookie battles, your opponent cannot activate attack effects of LV.3 Cookies during this battle.
<{P}{P}{N}> Heartache Howl deals 2",SECRET RARE,https://cookierunbraverse.com/data/en_storage/36lvHbt0i7kFadEB6RmReg.webp
BS12-090,BS12,090,Milky Way Cookie,BOOSTER PACK [Festival Arena],COOKIE,PURPLE,PURPLE MIX,2,4,ARENA,SR,Rock Block!,"【Blocker】 <Discard 1 {P} 【Arena】 card from your hand.>
When this Cookie faints, if there are 4 Cookies that have 【Blocker】 or more in your break area, place up to 1 LV.1 Cookie from your break area into your trash.",<{P}{P}{N}> Stick Performance deals 3,,0,0,0,BS12-090,0,"【Blocker】 <Discard 1 {P} 【Arena】 card from your hand.>
When this Cookie faints, if there are 4 Cookies that have 【Blocker】 or more in your break area, place up to 1 LV.1 Cookie from your break area into your trash.
<{P}{P}{N}> Stick Performance deals 3",SUPER RARE,https://cookierunbraverse.com/data/en_storage/sC_osHZ-h9mnlxtjqNH6tw.webp
BS12-090@1,BS12,090@1,Milky Way Cookie,BOOSTER PACK [Festival Arena],COOKIE,PURPLE,PURPLE MIX,2,4,ARENA,SSR,Rock Block!,"【Blocker】 <Discard 1 {P} 【Arena】 card from your hand.>
When this Cookie faints, if there are 4 Cookies that have 【Blocker】 or more in your break area, place up to 1 LV.1 Cookie from your break area into your trash.",<{P}{P}{N}> Stick Performance deals 3,,0,0,0,BS12-090,1,"【Blocker】 <Discard 1 {P} 【Arena】 card from your hand.>
When this Cookie faints, if there are 4 Cookies that have 【Blocker】 or more in your break area, place up to 1 LV.1 Cookie from your break area into your trash.
<{P}{P}{N}> Stick Performance deals 3",SECRET SUPER RARE,https://cookierunbraverse.com/data/en_storage/QeGZpIxvZ4ODNy317kXIdw.webp
BS12-091,BS12,091,Caramel Arrow Cookie,BOOSTER PACK [Festival Arena],COOKIE,PURPLE,PURPLE MIX,1,2,ARENA,SR,Block is Rock!,"【Blocker】 <Discard 1 {P} 【Arena】 card from your hand.>
When this Cookie faints, <place 3 cards from the top of your deck into your trash.> Return up to 1 Cookie that has 【Blocker】 other than [Caramel Arrow Cookie] from your trash to your hand.",<{P}{N}> Block 'n' Roll! deals 2,,0,0,0,BS12-091,0,"【Blocker】 <Discard 1 {P} 【Arena】 card from your hand.>
When this Cookie faints, <place 3 cards from the top of your deck into your trash.> Return up to 1 Cookie that has 【Blocker】 other than [Caramel Arrow Cookie] from your trash to your hand.
<{P}{N}> Block 'n' Roll! deals 2",SUPER RARE,https://cookierunbraverse.com/data/en_storage/MUdWTa_oUwRp3sRVsC9LBw.webp
BS12-091@1,BS12,091@1,Caramel Arrow Cookie,BOOSTER PACK [Festival Arena],COOKIE,PURPLE,PURPLE MIX,1,2,ARENA,SSR,Block is Rock!,"【Blocker】 <Discard 1 {P} 【Arena】 card from your hand.>
When this Cookie faints, <place 3 cards from the top of your deck into your trash.> Return up to 1 Cookie that has 【Blocker】 other than [Caramel Arrow Cookie] from your trash to your hand.",<{P}{N}> Block 'n' Roll! deals 2,,0,0,0,BS12-091,1,"【Blocker】 <Discard 1 {P} 【Arena】 card from your hand.>
When this Cookie faints, <place 3 cards from the top of your deck into your trash.> Return up to 1 Cookie that has 【Blocker】 other than [Caramel Arrow Cookie] from your trash to your hand.
<{P}{N}> Block 'n' Roll! deals 2",SECRET SUPER RARE,https://cookierunbraverse.com/data/en_storage/3nNeH2DwyA6ttc3c3ZvOmA.webp
BS12-092,BS12,092,Black Lemonade Cookie,BOOSTER PACK [Festival Arena],EXTRA,PURPLE,PURPLE,3,5,ARENA,UR,Transfigure,"【EXTRA】 If there are 3 【Arena】 Cookies that have 【Blocker】 or more in your break area, <place 1 {P} LV.2 or lower Cookie from your battle area into your trash.> Play this Cookie.
When one of your Cookies faints, if there are 3 cards or more in your opponent's hand, your opponent places 1 card from their hand into their trash.","<{P}{P}{P}{P}> Flying Pick deals 4
Then, if you started the game going second, your opponent places 1 card from their hand into their trash.",,0,0,1,BS12-092,0,"【EXTRA】 If there are 3 【Arena】 Cookies that have 【Blocker】 or more in your break area, <place 1 {P} LV.2 or lower Cookie from your battle area into your trash.> Play this Cookie.
When one of your Cookies faints, if there are 3 cards or more in your opponent's hand, your opponent places 1 card from their hand into their trash.
<{P}{P}{P}{P}> Flying Pick deals 4
Then, if you started the game going second, your opponent places 1 card from their hand into their trash.",ULTRA RARE,https://cookierunbraverse.com/data/en_storage/xhkYJfDW2yAuju4wS0HZUw.webp
BS12-092@1,BS12,092@1,Black Lemonade Cookie,BOOSTER PACK [Festival Arena],EXTRA,PURPLE,PURPLE,3,5,ARENA,SUR,Transfigure,"【EXTRA】 If there are 3 【Arena】 Cookies that have 【Blocker】 or more in your break area, <place 1 {P} LV.2 or lower Cookie from your battle area into your trash.> Play this Cookie.
When one of your Cookies faints, if there are 3 cards or more in your opponent's hand, your opponent places 1 card from their hand into their trash.","<{P}{P}{P}{P}> Flying Pick deals 4
Then, if you started the game going second, your opponent places 1 card from their hand into their trash.",,0,0,1,BS12-092,1,"【EXTRA】 If there are 3 【Arena】 Cookies that have 【Blocker】 or more in your break area, <place 1 {P} LV.2 or lower Cookie from your battle area into your trash.> Play this Cookie.
When one of your Cookies faints, if there are 3 cards or more in your opponent's hand, your opponent places 1 card from their hand into their trash.
<{P}{P}{P}{P}> Flying Pick deals 4
Then, if you started the game going second, your opponent places 1 card from their hand into their trash.",SECRET ULTRA RARE,https://cookierunbraverse.com/data/en_storage/m9PGyIIxeRyPNgzq-rar_Q.webp
BS12-093,BS12,093,Rockstar Cookie,BOOSTER PACK [Festival Arena],COOKIE,PURPLE,PURPLE MIX,2,4,ARENA,UR,Max Volume,【Blocker】 <Discard 1 {P} 【Arena】 card from your hand.>,"<{P}{P}{N}> Electric Shock deals 3
Then, <place 2 Cookies that have 【Blocker】 from your trash on the bottom of your deck in any order.> Select up to 1 of your opponent's Cookies. That Cookie receives 1 damage.",,0,0,0,BS12-093,0,"【Blocker】 <Discard 1 {P} 【Arena】 card from your hand.>
<{P}{P}{N}> Electric Shock deals 3
Then, <place 2 Cookies that have 【Blocker】 from your trash on the bottom of your deck in any order.> Select up to 1 of your opponent's Cookies. That Cookie receives 1 damage.",ULTRA RARE,https://cookierunbraverse.com/data/en_storage/dJd9L1X61ySVlBDt8H5iSw.webp
BS12-093@1,BS12,093@1,Rockstar Cookie,BOOSTER PACK [Festival Arena],COOKIE,PURPLE,PURPLE MIX,2,4,ARENA,SUR,Max Volume,【Blocker】 <Discard 1 {P} 【Arena】 card from your hand.>,"<{P}{P}{N}> Electric Shock deals 3
Then, <place 2 Cookies that have 【Blocker】 from your trash on the bottom of your deck in any order.> Select up to 1 of your opponent's Cookies. That Cookie receives 1 damage.",,0,0,0,BS12-093,1,"【Blocker】 <Discard 1 {P} 【Arena】 card from your hand.>
<{P}{P}{N}> Electric Shock deals 3
Then, <place 2 Cookies that have 【Blocker】 from your trash on the bottom of your deck in any order.> Select up to 1 of your opponent's Cookies. That Cookie receives 1 damage.",SECRET ULTRA RARE,https://cookierunbraverse.com/data/en_storage/z0_k1JCgBHRIo4HrpmBdsA.webp
BS12-094,BS12,094,Butter Roll Cookie,BOOSTER PACK [Festival Arena],COOKIE,BLACK,BLACK MIX,3,4,ARENA,C,,,<{N}{N}{N}> Securing Samples deals 4,,0,0,0,BS12-094,0,<{N}{N}{N}> Securing Samples deals 4,COMMON,https://cookierunbraverse.com/data/en_storage/-86_QbdMksRgUT5trnjRHQ.webp
BS12-095,BS12,095,Blueberry Cake Hound,BOOSTER PACK [Festival Arena],FLIP,BLACK,BLACK,1,1,ARENA,C,Food Discovered!,【Special Play】 Place 1 {K} LV.1 Cookie from your battle area into your trash.,<{K}{K}> Drool deals 2,<Discard 1 card.> Select up to 1 【Arena】 Cookie in your battle area. That Cookie gains +1 HP.,0,0,0,BS12-095,0,"【Special Play】 Place 1 {K} LV.1 Cookie from your battle area into your trash.
<{K}{K}> Drool deals 2
<Discard 1 card.> Select up to 1 【Arena】 Cookie in your battle area. That Cookie gains +1 HP.",COMMON,https://cookierunbraverse.com/data/en_storage/bO0ROB0HypLTCBjrDJE5XQ.webp
BS12-096,BS12,096,Crimson Danger Cake Hound,BOOSTER PACK [Festival Arena],FLIP,BLACK,BLACK,1,1,ARENA,C,Tiny Malice,【Special Play】 Place 1 {K} LV.1 Cookie from your battle area into your trash.,<{K}{K}> Annoy deals 2,"If there are 5 cards or less in your hand and there is a {K} 【Arena】 Cookie in your battle area, draw up to 2 cards from your deck.",0,0,0,BS12-096,0,"【Special Play】 Place 1 {K} LV.1 Cookie from your battle area into your trash.
<{K}{K}> Annoy deals 2
If there are 5 cards or less in your hand and there is a {K} 【Arena】 Cookie in your battle area, draw up to 2 cards from your deck.",COMMON,https://cookierunbraverse.com/data/en_storage/pxX9-bMMaeiRUyUQughevQ.webp
BS12-097,BS12,097,Subtle Jasmine Cake Hound,BOOSTER PACK [Festival Arena],COOKIE,BLACK,BLACK MIX,1,2,ARENA,C,,,<{N}> Rolling in Grass deals 1,,0,0,0,BS12-097,0,<{N}> Rolling in Grass deals 1,COMMON,https://cookierunbraverse.com/data/en_storage/KC3zzsplFg3QBkxkl4yeJg.webp
BS12-098,BS12,098,Caramel Pudding Cake Hound,BOOSTER PACK [Festival Arena],FLIP,BLACK,BLACK,1,1,ARENA,C,Lazy Afternoon,【Special Play】 Place 1 {K} LV.1 Cookie from your battle area into your trash.,<{K}{K}> Relaxing Nap deals 2,"If there is a {K} 【Arena】 Cookie in your battle area, the LV.2 or higher Cookie that used this card as HP gains +1 HP.",0,0,0,BS12-098,0,"【Special Play】 Place 1 {K} LV.1 Cookie from your battle area into your trash.
<{K}{K}> Relaxing Nap deals 2
If there is a {K} 【Arena】 Cookie in your battle area, the LV.2 or higher Cookie that used this card as HP gains +1 HP.",COMMON,https://cookierunbraverse.com/data/en_storage/dFew6VHNFEIeRqv3ux71oA.webp
BS12-099,BS12,099,Cake Hound,BOOSTER PACK [Festival Arena],COOKIE,BLACK,BLACK,1,2,ARENA,C,Overflowing Curiosity,"When this Cookie faints, <place 3 cards from the top of your deck into your trash.> Return up to 1 {K} 【Arena】 Cookie from your trash to your hand.",<{K}{K}> Lick deals 2,,0,0,0,BS12-099,0,"When this Cookie faints, <place 3 cards from the top of your deck into your trash.> Return up to 1 {K} 【Arena】 Cookie from your trash to your hand.
<{K}{K}> Lick deals 2",COMMON,https://cookierunbraverse.com/data/en_storage/pVFXDMtpD8mMMENSu_BSbg.webp
BS12-100,BS12,100,Strategist Cake Hound,BOOSTER PACK [Festival Arena],FLIP,BLACK,BLACK,1,1,ARENA,C,Schmovement,【Special Play】 Place 1 {K} LV.1 Cookie from your battle area into your trash.,<{K}{K}> Chessboard Stroll deals 2,Return up to 1 【Arena】 Cookie that has Special Play from your trash to your hand.,0,0,0,BS12-100,0,"【Special Play】 Place 1 {K} LV.1 Cookie from your battle area into your trash.
<{K}{K}> Chessboard Stroll deals 2
Return up to 1 【Arena】 Cookie that has Special Play from your trash to your hand.",COMMON,https://cookierunbraverse.com/data/en_storage/ojU9_StnFHAoooSM892dhA.webp
BS12-101,BS12,101,Chess Choco Cookie,BOOSTER PACK [Festival Arena],COOKIE,BLACK,BLACK,1,2,ARENA,U,,,"<{K}> Winning Strategy deals 1
Then, <discard 1 【Arena】 Cookie from your hand.> Draw up to 1 card from your deck.",,0,0,0,BS12-101,0,"<{K}> Winning Strategy deals 1
Then, <discard 1 【Arena】 Cookie from your hand.> Draw up to 1 card from your deck.",UNCOMMON,https://cookierunbraverse.com/data/en_storage/IkY8l2B-wbOFc3gdIXuH_A.webp
BS12-102,BS12,102,Manager Scarlet's Coffee Truck,BOOSTER PACK [Festival Arena],STAGE,BLACK,,,,ARENA,U,,"<{K}> Place in your stage area.

【Activate】 <{K}> <Rest this card.> Return up to 1 【Arena】 Cookie that has Special Play from your trash to your hand.",,,0,0,0,BS12-102,0,"<{K}> Place in your stage area.

【Activate】 <{K}> <Rest this card.> Return up to 1 【Arena】 Cookie that has Special Play from your trash to your hand.",UNCOMMON,https://cookierunbraverse.com/data/en_storage/KQuJ75nwlt_XV9srpo1_Xw.webp
BS12-103,BS12,103,Veteran Director's Sunglasses,BOOSTER PACK [Festival Arena],ITEM,BLACK,,,,ARENA,U,,"<{K}> View 4 cards from the top of your deck, reveal up to 1 {K} 【Arena】 card from the viewed cards, and add it to your hand. Then, place the remaining cards in your trash.",,,0,0,0,BS12-103,0,"<{K}> View 4 cards from the top of your deck, reveal up to 1 {K} 【Arena】 card from the viewed cards, and add it to your hand. Then, place the remaining cards in your trash.",UNCOMMON,https://cookierunbraverse.com/data/en_storage/oU9pVxKaR909FITaO-837A.webp
BS12-104,BS12,104,Recipe For Acting Success,BOOSTER PACK [Festival Arena],ITEM,BLACK,,,,ARENA,U,,"<{K}> Draw up to 1 card from your deck. Then, select up to 1 Cookie that has Special Play in your battle area. During this turn, that Cookie gains +1 attack damage.",,,0,0,0,BS12-104,0,"<{K}> Draw up to 1 card from your deck. Then, select up to 1 Cookie that has Special Play in your battle area. During this turn, that Cookie gains +1 attack damage.",UNCOMMON,https://cookierunbraverse.com/data/en_storage/pdBfvOQpbT87nFqFVK3fsQ.webp
BS12-105,BS12,105,Perfect Stage,BOOSTER PACK [Festival Arena],TRAP,BLACK,,,,ARENA,U,,"<{K}> If there is a {K} 【Arena】 Cookie in your battle area, select up to 1 of your opponent's Cookies. During this turn, that Cookie deals -2 attack damage.",,,0,0,0,BS12-105,0,"<{K}> If there is a {K} 【Arena】 Cookie in your battle area, select up to 1 of your opponent's Cookies. During this turn, that Cookie deals -2 attack damage.",UNCOMMON,https://cookierunbraverse.com/data/en_storage/-hfHyZuO58hmPQdpYkT7SA.webp
BS12-106,BS12,106,Bad and Dark,BOOSTER PACK [Festival Arena],TRAP,BLACK,,,,ARENA,U,,"<{K}{K}> Select up to 1 of your opponent's Cookies. During this turn, that Cookie deals -2 attack damage. Then, <discard 1 card.> Return up to 1 【Arena】 Cookie that has Special Play from your trash to your hand.",,,0,0,0,BS12-106,0,"<{K}{K}> Select up to 1 of your opponent's Cookies. During this turn, that Cookie deals -2 attack damage. Then, <discard 1 card.> Return up to 1 【Arena】 Cookie that has Special Play from your trash to your hand.",UNCOMMON,https://cookierunbraverse.com/data/en_storage/o4DjRXgYNtXJL3Zl4GfrrA.webp
BS12-107,BS12,107,Pomegranate Cookie,BOOSTER PACK [Festival Arena],COOKIE,BLACK,BLACK MIX,1,2,ARENA,R,,,"<{K}{N}> Outstanding Management deals 2
Then, <discard 1 card.> Return up to 1 【Arena】 Cookie from your trash to your hand.",,0,0,0,BS12-107,0,"<{K}{N}> Outstanding Management deals 2
Then, <discard 1 card.> Return up to 1 【Arena】 Cookie from your trash to your hand.",RARE,https://cookierunbraverse.com/data/en_storage/nF0NDSMoOCIjQRMhQWPRrg.webp
BS12-107@1,BS12,107@1,Pomegranate Cookie,BOOSTER PACK [Festival Arena],COOKIE,BLACK,BLACK MIX,1,2,ARENA,SEC,,,"<{K}{N}> Outstanding Management deals 2
Then, <discard 1 card.> Return up to 1 【Arena】 Cookie from your trash to your hand.",,0,0,0,BS12-107,1,"<{K}{N}> Outstanding Management deals 2
Then, <discard 1 card.> Return up to 1 【Arena】 Cookie from your trash to your hand.",SECRET RARE,https://cookierunbraverse.com/data/en_storage/pZUSG0yJzZy7oQADxl2BsA.webp
BS12-108,BS12,108,Schwarzwälder,BOOSTER PACK [Festival Arena],COOKIE,BLACK,BLACK,1,2,ARENA,R,T.N.T,"【Activate】 【Once Per Turn】 If there are 5 cards or less in your hand and there is another {K} 【Arena】 Cookie in your battle area, draw up to 1 card from your deck.",<{K}> Bombastic Vocals deals 1,,0,0,0,BS12-108,0,"【Activate】 【Once Per Turn】 If there are 5 cards or less in your hand and there is another {K} 【Arena】 Cookie in your battle area, draw up to 1 card from your deck.
<{K}> Bombastic Vocals deals 1",RARE,https://cookierunbraverse.com/data/en_storage/lpueRALI6GZXSRjTkvETIA.webp
BS12-108@1,BS12,108@1,Schwarzwälder,BOOSTER PACK [Festival Arena],COOKIE,BLACK,BLACK,1,2,ARENA,SEC,T.N.T,"【Activate】 【Once Per Turn】 If there are 5 cards or less in your hand and there is another {K} 【Arena】 Cookie in your battle area, draw up to 1 card from your deck.",<{K}> Bombastic Vocals deals 1,,0,0,0,BS12-108,1,"【Activate】 【Once Per Turn】 If there are 5 cards or less in your hand and there is another {K} 【Arena】 Cookie in your battle area, draw up to 1 card from your deck.
<{K}> Bombastic Vocals deals 1",SECRET RARE,https://cookierunbraverse.com/data/en_storage/ltnpkkaG7kNFlzK4U7M2XA.webp
BS12-109,BS12,109,Licorice Cookie,BOOSTER PACK [Festival Arena],COOKIE,BLACK,BLACK,1,2,ARENA,SR,,,"<{K}{K}> ZZ Skull deals 2
Then, if there are 3 cards or more in your opponent's support area, select up to 1 Cookie in your battle area. Place 1 Cookie that has Special Play from your hand face-up on the top of that Cookie's HP.",,0,0,0,BS12-109,0,"<{K}{K}> ZZ Skull deals 2
Then, if there are 3 cards or more in your opponent's support area, select up to 1 Cookie in your battle area. Place 1 Cookie that has Special Play from your hand face-up on the top of that Cookie's HP.",SUPER RARE,https://cookierunbraverse.com/data/en_storage/VOBGjC5BuqdOBqAg8ia29w.webp
BS12-109@1,BS12,109@1,Licorice Cookie,BOOSTER PACK [Festival Arena],COOKIE,BLACK,BLACK,1,2,ARENA,SSR,,,"<{K}{K}> ZZ Skull deals 2
Then, if there are 3 cards or more in your opponent's support area, select up to 1 Cookie in your battle area. Place 1 Cookie that has Special Play from your hand face-up on the top of that Cookie's HP.",,0,0,0,BS12-109,1,"<{K}{K}> ZZ Skull deals 2
Then, if there are 3 cards or more in your opponent's support area, select up to 1 Cookie in your battle area. Place 1 Cookie that has Special Play from your hand face-up on the top of that Cookie's HP.",SECRET SUPER RARE,https://cookierunbraverse.com/data/en_storage/n_7qykrO4uSfIb-ReXGM8g.webp
BS12-110,BS12,110,Agar Agar Cookie,BOOSTER PACK [Festival Arena],COOKIE,BLACK,BLACK MIX,1,3,ARENA,SR,Striking Visuals,"【Activate】 If there are 3 {K} cards or more in your support area, <place this Cookie in your trash.> Draw up to 1 card from your deck.",<{K}{N}> Face Card Never Declines deals 1,,0,0,0,BS12-110,0,"【Activate】 If there are 3 {K} cards or more in your support area, <place this Cookie in your trash.> Draw up to 1 card from your deck.
<{K}{N}> Face Card Never Declines deals 1",SUPER RARE,https://cookierunbraverse.com/data/en_storage/c3g9Qj46En951SnE6c0rfQ.webp
BS12-110@1,BS12,110@1,Agar Agar Cookie,BOOSTER PACK [Festival Arena],COOKIE,BLACK,BLACK MIX,1,3,ARENA,SSR,Striking Visuals,"【Activate】 If there are 3 {K} cards or more in your support area, <place this Cookie in your trash.> Draw up to 1 card from your deck.",<{K}{N}> Face Card Never Declines deals 1,,0,0,0,BS12-110,1,"【Activate】 If there are 3 {K} cards or more in your support area, <place this Cookie in your trash.> Draw up to 1 card from your deck.
<{K}{N}> Face Card Never Declines deals 1",SECRET SUPER RARE,https://cookierunbraverse.com/data/en_storage/flDl1leMId-5F6Hvwi_zpw.webp
BS12-111,BS12,111,Poison Mushroom Cookie,BOOSTER PACK [Festival Arena],EXTRA,BLACK,BLACK,3,5,ARENA,UR,MUSHY P.,"【EXTRA】 Can be played if there are 4 cards or more in your opponent's support area and there is a Cookie that has Special Play in your battle area.
Other {K} 【Arena】 Cookies in your battle area gain +1 attack damage.","<{K}{K}> Eat This Please deals 2
Then, if you started the game going second, this Cookie gains +1 HP.",,0,0,1,BS12-111,0,"【EXTRA】 Can be played if there are 4 cards or more in your opponent's support area and there is a Cookie that has Special Play in your battle area.
Other {K} 【Arena】 Cookies in your battle area gain +1 attack damage.
<{K}{K}> Eat This Please deals 2
Then, if you started the game going second, this Cookie gains +1 HP.",ULTRA RARE,https://cookierunbraverse.com/data/en_storage/ahz-lZ83yTm8AR3wERD9Lg.webp
BS12-111@1,BS12,111@1,Poison Mushroom Cookie,BOOSTER PACK [Festival Arena],EXTRA,BLACK,BLACK,3,5,ARENA,SUR,MUSHY P.,"【EXTRA】 Can be played if there are 4 cards or more in your opponent's support area and there is a Cookie that has Special Play in your battle area.
Other {K} 【Arena】 Cookies in your battle area gain +1 attack damage.","<{K}{K}> Eat This Please deals 2
Then, if you started the game going second, this Cookie gains +1 HP.",,0,0,1,BS12-111,1,"【EXTRA】 Can be played if there are 4 cards or more in your opponent's support area and there is a Cookie that has Special Play in your battle area.
Other {K} 【Arena】 Cookies in your battle area gain +1 attack damage.
<{K}{K}> Eat This Please deals 2
Then, if you started the game going second, this Cookie gains +1 HP.",SECRET ULTRA RARE,https://cookierunbraverse.com/data/en_storage/wEOulcAPlkCVLOkksM9A8g.webp
BS12-111@2,BS12,111@2,Poison Mushroom Cookie,BOOSTER PACK [Festival Arena],EXTRA,BLACK,BLACK,3,5,ARENA,EXR,MUSHY P.,"【EXTRA】 Can be played if there are 4 cards or more in your opponent's support area and there is a Cookie that has Special Play in your battle area.
Other {K} 【Arena】 Cookies in your battle area gain +1 attack damage.","<{K}{K}> Eat This Please deals 2
Then, if you started the game going second, this Cookie gains +1 HP.",,0,0,1,BS12-111,1,"【EXTRA】 Can be played if there are 4 cards or more in your opponent's support area and there is a Cookie that has Special Play in your battle area.
Other {K} 【Arena】 Cookies in your battle area gain +1 attack damage.
<{K}{K}> Eat This Please deals 2
Then, if you started the game going second, this Cookie gains +1 HP.",EXTRA RARE,https://cookierunbraverse.com/data/en_storage/4JZ692x-o-ukC_4jSm_ItA.webp
